,Unnamed: 0,ID,Address,latitude,longitude,date,coin,MorphLocation,d10,d16,d25,d50,d65,d75,d84,d90,mean,source,dataset,Location
91,DK2,"N. Indian River Inlet, DE Berm","North side, Indian River Inlet, DE",38.611244,-75.063247,02/13/20,quarter,the_berm,0.216603412,0.25,0.289861824,0.375094481,0.401310251,0.421517374,0.484943115,0.532444497,0.357098877,Brian McFall August 23 2021,sandsnap,"Charles W. Cullen Bridge, Coastal Highway, Sussex County, Delaware, 19971, United States"
92,DK3,"N. Indian River Inlet, DE Berm","North side, Indian River Inlet, DE",38.611244,-75.063247,02/14/20,quarter,the_berm,0.216603412,0.25,0.289861824,0.375094481,0.401310251,0.421517374,0.484943115,0.532444497,0.357098877,Brian McFall August 23 2021,sandsnap,"Charles W. Cullen Bridge, Coastal Highway, Sussex County, Delaware, 19971, United States"
93,DK4,"N. Indian River Inlet, DE Dune Toe","North side, Indian River Inlet, DE",38.6109,-75.0635,02/15/20,quarter,the_dune,0.266896516,0.285,0.314905941,0.414868794,0.47446777,0.518180023,0.560953962,0.591413984,0.404860454,Brian McFall August 23 2021,sandsnap,"Charles W. Cullen Bridge, Coastal Highway, Sussex County, Delaware, 19971, United States"
94,DK5,"N. Indian River Inlet, DE Dune Toe","North side, Indian River Inlet, DE",38.6109,-75.0635,02/16/20,quarter,the_dune,0.266896516,0.285,0.314905941,0.414868794,0.47446777,0.518180023,0.560953962,0.591413984,0.404860454,Brian McFall August 23 2021,sandsnap,"Charles W. Cullen Bridge, Coastal Highway, Sussex County, Delaware, 19971, United States"
95,DK6,St Augustine Berm,"St. Augustine, FL",29.8541,-81.2647,03/11/20,quarter,the_berm,0.199285909,0.22040826,0.243697298,0.339141934,0.397277204,0.465445268,0.574512912,0.669972986,0.350189444,Brian McFall August 23 2021,sandsnap,"14th Lane, Saint Augustine Beach, Saint Johns County, Florida, 32080, United States"
96,DK7,St Augustine Dune,"St. Augustine, FL",29.8541,-81.2647,03/11/20,quarter,the_dune,0.128181797,0.146684584,0.156819324,0.183621667,0.216463281,0.23478961,0.258050611,0.290803881,0.190840742,Brian McFall August 23 2021,sandsnap,"14th Lane, Saint Augustine Beach, Saint Johns County, Florida, 32080, United States"
97,,1Corolla_ShadSt_Wet,"Corolla, NC",37.37,-75.82,03/04/21,,the_swash,0.21,0.237,0.268,0.327,0.357,0.378,0.399,0.413,0.314,"Brian McFall/David Young, August 20 2021",sandsnap,"Northampton County, Virginia, United States"
98,,1Corolla_ShadSt_Dry,"Corolla, NC",37.37,-75.82,03/04/21,,the_berm,0.183,0.198,0.215,0.24,0.258,0.274,0.288,0.304,0.239,"Brian McFall/David Young, August 20 2021",sandsnap,"Northampton County, Virginia, United States"
99,,2Duck_FRF_Wet,"Duck, NC",36.1814,-75.7501,03/04/21,,the_swash,0.252,0.273,0.302,0.355,0.391,0.417,0.477,0.524,0.359,"Brian McFall/David Young, August 20 2021",sandsnap,"Duck Research Pier, Spindrift Lane, Osprey, Sea Ridge, Duck, Dare County, North Carolina, 27949, United States"
100,,2Duck_FRF_Dry,"Duck, NC",36.1814,-75.7501,03/04/21,,the_berm,0.19,0.204,0.237,0.278,0.316,0.535,0.86,1.18,0.365,"Brian McFall/David Young, August 20 2021",sandsnap,"Duck Research Pier, Spindrift Lane, Osprey, Sea Ridge, Duck, Dare County, North Carolina, 27949, United States"
101,,3KittyHawk_HGI_Wet,"Kitty Hawk, NC",36.102,-75.711,03/04/21,,the_swash,0.263,0.291,0.314,0.376,0.419,0.486,0.554,0.618,0.393,"Brian McFall/David Young, August 20 2021",sandsnap,"Kitty Hawk Pier, 5353, North Virginia Dare Trail, Kitty Hawk Beach, Kitty Hawk, Dare County, North Carolina, 27949, United States"
102,,3KittyHawk_HGI_Dry,"Kitty Hawk, NC",36.102,-75.711,03/04/21,,the_berm,0.276,0.305,0.328,0.403,0.462,0.508,0.553,0.585,0.408,"Brian McFall/David Young, August 20 2021",sandsnap,"Kitty Hawk Pier, 5353, North Virginia Dare Trail, Kitty Hawk Beach, Kitty Hawk, Dare County, North Carolina, 27949, United States"
103,,4OregonInlet_Ramp4_Wet,"Oregon Inlet, NC",35.799,-75.54,03/04/21,,the_swash,0.181,0.191,0.208,0.271,0.295,0.326,0.36,0.384,0.265,"Brian McFall/David Young, August 20 2021",sandsnap,"Mountains-to-Sea Trail, Dare County, North Carolina, United States"
104,,4OregonInlet_Ramp4_Dry,"Oregon Inlet, NC",35.799,-75.54,03/04/21,,the_berm,0.185,0.198,0.224,0.274,0.297,0.328,0.36,0.383,0.269,"Brian McFall/David Young, August 20 2021",sandsnap,"Mountains-to-Sea Trail, Dare County, North Carolina, United States"
105,,5Rodanthe_SeaHavenRd_Wet,"Rodanthe, NC",35.593,-75.461,03/04/21,,the_swash,0.306,0.326,0.359,0.465,0.541,0.599,0.665,0.727,0.466,"Brian McFall/David Young, August 20 2021",sandsnap,"Mountains-to-Sea Trail, St. Waves, Dare County, North Carolina, 26968, United States"
106,,5Rodanthe_SeaHavenRd_Dry,"Rodanthe, NC",35.593,-75.461,03/04/21,,the_berm,0.291,0.317,0.354,0.458,0.518,0.562,0.613,0.668,0.447,"Brian McFall/David Young, August 20 2021",sandsnap,"Mountains-to-Sea Trail, St. Waves, Dare County, North Carolina, 26968, United States"
107,,6CapeHatteras_OldLH_Wet,"Cape Hatteras, NC",35.254,-75.5205,03/04/21,,the_swash,0.223,0.251,0.272,0.325,0.355,0.377,0.398,0.413,0.319,"Brian McFall/David Young, August 20 2021",sandsnap,"Mountains-to-Sea Trail, Dare County, North Carolina, 27920, United States"
108,,6CapeHatteras_OldLH_Dry,"Cape Hatteras, NC",35.254,-75.5205,03/04/21,,the_berm,0.226,0.271,0.315,0.42,0.485,0.534,0.581,0.63,0.405,"Brian McFall/David Young, August 20 2021",sandsnap,"Mountains-to-Sea Trail, Dare County, North Carolina, 27920, United States"
109,,7NPS_FriscoBeach_Wet,"Frisco, NC",35.224,-75.643,03/04/21,,the_swash,0.19,0.205,0.23,0.284,0.322,0.353,0.383,0.405,0.282,"Brian McFall/David Young, August 20 2021",sandsnap,"Mountains-to-Sea Trail, Dare County, North Carolina, 27936, United States"
110,,7NPS_FriscoBeach_Dry,"Frisco, NC",35.224,-75.643,03/04/21,,the_berm,0.173,0.189,0.21,0.263,0.283,0.299,0.338,0.368,0.256,"Brian McFall/David Young, August 20 2021",sandsnap,"Mountains-to-Sea Trail, Dare County, North Carolina, 27936, United States"
111,,5_MustangIsland_Wet,"Mustang Island, TX",27.642716,-97.187754,04/02/21,dime,the_swash,0.156,0.163,0.174,0.19,0.198,0.204,0.209,0.225,0.186,"Brian McFall/David Young, August 20 2021",sandsnap,"Access Road 3, Corpus Christi, Nueces County, Texas, United States"
112,,5_MustangIsland_Dry,"Mustang Island, TX",27.642716,-97.187754,04/02/21,dime,the_berm,0.154,0.159,0.168,0.186,0.194,0.2,0.205,0.209,0.183,"Brian McFall/David Young, August 20 2021",sandsnap,"Access Road 3, Corpus Christi, Nueces County, Texas, United States"
113,,5_CorpusChristi_Wet,"Corpus Christi, TX",27.824011,-97.385168,04/02/21,dime,the_swash,0.308,0.329,0.364,0.471,0.541,0.594,0.75,0.975,0.488,"Brian McFall/David Young, August 20 2021",sandsnap,"Corpus Christi Beach Walk, North Beach, Corpus Christi, Nueces County, Texas, 7156, United States"
114,,5_CorpusChristi_Dry,"Corpus Christi, TX",27.824011,-97.385168,04/02/21,dime,the_berm,0.304,0.326,0.361,0.487,0.589,0.675,0.81,1.031,0.505,"Brian McFall/David Young, August 20 2021",sandsnap,"Corpus Christi Beach Walk, North Beach, Corpus Christi, Nueces County, Texas, 7156, United States"
115,,5_BaysideDry2,"Bayside, TX",28.078561,-97.221372,02/08/21,nickle,the_berm,0.203,0.219,0.239,0.3,0.363,0.413,0.553,0.681,0.331,"Brian McFall/David Young, August 20 2021",sandsnap,"Farm to Market Road 136, Old Saint Marys, Bayside, Refugio County, Texas, 78340, United States"
116,,5_BaysideDry,"Bayside, TX",28.078561,-97.221372,02/08/21,nickle,the_berm,0.082,0.089,0.096,0.12,0.167,0.251,0.384,0.546,0.16,"Brian McFall/David Young, August 20 2021",sandsnap,"Farm to Market Road 136, Old Saint Marys, Bayside, Refugio County, Texas, 78340, United States"
117,,5_BaysideWet2,"Bayside, TX",28.078561,-97.221372,02/08/21,nickle,the_swash,0.206,0.227,0.253,0.292,0.33,0.359,0.388,0.409,0.295,"Brian McFall/David Young, August 20 2021",sandsnap,"Farm to Market Road 136, Old Saint Marys, Bayside, Refugio County, Texas, 78340, United States"
118,,4SandBeachAK,"Sand Beach, Juneau, AK",58.273369,-134.385483,03/02/21,quarter,the_berm,0.232,0.272,0.323,0.479,0.605,0.682,0.797,0.965,0.47,"Brian McFall/David Young, August 20 2021",sandsnap,"Sandy Beach, 6th Street, Juneau, Alaska, 99824, United States"
119,,4EagleBeachAK,"Eagle Beach, Juneau, AK",58.529236,-134.829864,03/02/21,quarter,the_berm,0.194,0.241,0.301,0.442,0.575,0.678,0.843,1.081,0.448,"Brian McFall/David Young, August 20 2021",sandsnap,"Eagle Beach Picnic Shelter, Glacier Highway, Juneau, Alaska, United States"
